ordernumber,orderdate,year,month,day,customername,customer_type,warehousecode,product_code,orderquantity,unitprice,revenue,costs,profit,client_group,product_type,is_holiday,week_num,year_month,year_week
SO - 0003625,2015-09-06,2015,9,6,Prasco Group,Wholesale,AXW291,STK-136,10,287.98,2879.8,1540,1339.8000000000002,alpha,CY,0,36,2015-09,2015-36
SO - 0003626,2015-09-29,2015,9,29,Linde ,Wholesale,GUT930,STK-144,12,127.92000000000002,1535.0400000000002,936,599.0400000000002,beta,CY,0,40,2015-09,2015-40
SO - 0003627,2016-01-31,2016,1,31,O.E. Ltd,Export,AXW291,STK-127,10,207.05,2070.5,1010,1060.5,beta,CY,0,4,2016-01,2016-04
SO - 0003628,2015-03-29,2015,3,29,OUR Ltd,Wholesale,GUT930,STK-155,5,513.08,2565.4,1270,1295.4,alpha,CX,0,13,2015-03,2015-13
SO - 0003629,2016-05-27,2016,5,27,Burt's Corp,Distributor,GUT930,STK-151,12,341.7,4100.4,2040,2060.4,beta,CY,0,21,2016-05,2016-21
SO - 0003630,2015-01-28,2015,1,28,Ole Group,Distributor,AXW291,STK-159,11,603.2,6635.200000000001,3190,3445.2000000000007,gamma,AZ,0,5,2015-01,2015-05
SO - 0003631,2015-06-07,2015,6,7,OHTA'S Corp,Wholesale,AXW291,STK-131,6,580.35,3482.1000000000004,1590,1892.1000000000004,gamma,BY,0,23,2015-06,2015-23
SO - 0003632,2015-02-15,2015,2,15,Prasco Group,Distributor,GUT930,STK-153,7,452.48,3167.36,1568,1599.36,alpha,BX,0,7,2015-02,2015-07
SO - 0003633,2015-11-21,2015,11,21,Mylan Corp,Distributor,AXW291,STK-145,8,305.02,2440.16,1616,824.1599999999999,alpha,CZ,0,47,2015-11,2015-47
SO - 0003634,2015-01-31,2015,1,31,S.S.S. Group,Export,AXW291,STK-160,12,240.64,2887.68,1536,1351.6799999999998,alpha,CZ,0,5,2015-01,2015-05
SO - 0003635,2015-12-01,2015,12,1,Niconovum Corp,Distributor,AXW291,STK-124,11,139.87,1538.5700000000002,781,757.5700000000002,alpha,CZ,0,49,2015-12,2015-49
SO - 0003636,2015-06-28,2015,6,28,Procter Corp,Wholesale,AXW291,STK-127,11,207.05,2277.55,1111,1166.5499999999995,beta,CY,0,26,2015-06,2015-26
SO - 0003637,2015-09-03,2015,9,3,U.S. Ltd,Distributor,AXW291,STK-104,6,389.36,2336.16,1488,848.1599999999999,beta,CZ,0,36,2015-09,2015-36
SO - 0003638,2016-06-19,2016,6,19,Pacific Ltd,Export,GUT930,STK-107,5,262.26,1311.3,930,381.3,beta,CZ,0,24,2016-06,2016-24
SO - 0003639,2015-11-26,2015,11,26,Select ,Wholesale,FLR025,STK-132,11,311.06,3421.66,1661,1760.66,beta,CY,0,48,2015-11,2015-48
SO - 0003640,2015-05-16,2015,5,16,Winthrop ,Export,AXW291,STK-159,12,603.2,7238.400000000001,3480,3758.400000000001,beta,AZ,0,20,2015-05,2015-20
SO - 0003641,2015-05-16,2015,5,16,Uriel Group,Wholesale,AXW291,STK-128,7,543.4,3803.8,1820,1983.8,beta,BZ,0,20,2015-05,2015-20
SO - 0003642,2015-04-01,2015,4,1,"Fenwal, Corp",Export,AXW291,STK-107,6,262.26,1573.56,1116,457.56,alpha,CZ,0,14,2015-04,2015-14
SO - 0003643,2015-11-28,2015,11,28,Nipro ,Wholesale,NXH382,STK-146,5,443.84,2219.2000000000003,1460,759.2000000000003,beta,BX,0,48,2015-11,2015-48
SO - 0003644,2016-04-19,2016,4,19,U.S. Ltd,Wholesale,GUT930,STK-163,6,239.04,1434.24,996,438.24,beta,CY,0,16,2016-04,2016-16
SO - 0003645,2016-01-26,2016,1,26,Pacific Ltd,Wholesale,FLR025,STK-136,11,287.98,3167.78,1694,1473.7800000000002,beta,CY,0,4,2016-01,2016-04
SO - 0003646,2016-06-09,2016,6,9,Burt's Corp,Wholesale,GUT930,STK-109,9,432.62,3893.58,2007,1886.58,beta,CY,0,23,2016-06,2016-23
SO - 0003647,2016-03-12,2016,3,12,Medline ,Distributor,GUT930,STK-151,5,341.7,1708.5,850,858.5,beta,CY,0,10,2016-03,2016-10
SO - 0003648,2016-02-02,2016,2,2,21st Ltd,Distributor,GUT930,STK-132,11,311.06,3421.66,1661,1760.66,gamma,CY,0,5,2016-02,2016-05
SO - 0003649,2015-02-17,2015,2,17,Pure Group,Wholesale,FLR025,STK-153,5,452.48,2262.4,1120,1142.4,beta,BX,0,8,2015-02,2015-08
SO - 0003650,2015-06-05,2015,6,5,E. Ltd,Distributor,NXH382,STK-161,9,473.1,4257.900000000001,2565,1692.9000000000003,beta,CY,0,23,2015-06,2015-23
SO - 0003651,2016-03-30,2016,3,30,Apollo Ltd,Wholesale,NXH382,STK-111,11,406.8,4474.8,2486,1988.8,gamma,CZ,0,13,2016-03,2016-13
SO - 0003652,2016-05-20,2016,5,20,Wuxi Group,Distributor,FLR025,STK-131,11,580.35,6383.85,2915,3468.8500000000004,alpha,BY,0,20,2016-05,2016-20
SO - 0003653,2016-04-01,2016,4,1,New Ltd,Export,AXW291,STK-127,10,207.05,2070.5,1010,1060.5,beta,CY,0,13,2016-04,2016-13
SO - 0003654,2015-04-27,2015,4,27,"Exact-Rx, Corp",Export,AXW291,STK-137,12,307.98,3695.76,2124,1571.7600000000002,beta,CY,0,18,2015-04,2015-18
SO - 0003655,2016-01-30,2016,1,30,Linde ,Distributor,AXW291,STK-166,9,451.92,4067.28,2421,1646.2800000000002,beta,CZ,0,4,2016-01,2016-04
SO - 0003656,2015-09-23,2015,9,23,Ole Group,Wholesale,AXW291,STK-102,12,354.32,4251.84,2472,1779.84,gamma,CZ,0,39,2015-09,2015-39
SO - 0003657,2016-02-11,2016,2,11,Linde ,Distributor,GUT930,STK-100,5,115.8,579.0,300,279.0,beta,CX,0,6,2016-02,2016-06
SO - 0003658,2015-01-11,2015,1,11,Trigen ,Distributor,NXH382,STK-168,5,535.02,2675.1,1205,1470.1,gamma,BZ,0,2,2015-01,2015-02
SO - 0003659,2016-06-22,2016,6,22,Mylan Corp,Wholesale,NXH382,STK-101,8,417.45,3339.6,2024,1315.6,alpha,CX,0,25,2016-06,2016-25
SO - 0003660,2016-05-04,2016,5,4,Weimei Corp,Distributor,AXW291,STK-162,9,187.18,1684.62,882,802.6200000000001,beta,CX,0,18,2016-05,2016-18
SO - 0003661,2015-03-05,2015,3,5,Capweld ,Distributor,FLR025,STK-134,12,484.3,5811.599999999999,3480,2331.5999999999995,beta,BX,0,10,2015-03,2015-10
SO - 0003662,2015-06-29,2015,6,29,Nipro ,Distributor,FLR025,STK-126,8,407.62,3260.96,1832,1428.96,beta,CX,0,27,2015-06,2015-27
SO - 0003663,2015-01-29,2015,1,29,Trigen ,Wholesale,AXW291,STK-131,5,580.35,2901.75,1325,1576.75,gamma,BY,0,5,2015-01,2015-05
SO - 0003664,2016-06-20,2016,6,20,Dharma Ltd,Wholesale,GUT930,STK-102,6,354.32,2125.92,1236,889.9200000000001,alpha,CZ,0,25,2016-06,2016-25
SO - 0003665,2015-06-22,2015,6,22,Sundial ,Distributor,NXH382,STK-106,6,206.55,1239.3000000000002,810,429.3000000000002,alpha,CY,0,26,2015-06,2015-26
SO - 0003666,2015-11-24,2015,11,24,Weimei Corp,Distributor,GUT930,STK-160,11,240.64,2647.04,1408,1239.04,beta,CZ,0,48,2015-11,2015-48
SO - 0003667,2016-04-09,2016,4,9,Apollo Ltd,Wholesale,AXW291,STK-123,11,233.84,2572.24,1628,944.2400000000002,gamma,CY,0,14,2016-04,2016-14
SO - 0003668,2016-05-31,2016,5,31,Winthrop ,Wholesale,GUT930,STK-133,5,271.56,1357.8,930,427.8,beta,CY,0,22,2016-05,2016-22
SO - 0003669,2015-10-23,2015,10,23,Rochester Ltd,Distributor,NXH382,STK-146,5,443.84,2219.2000000000003,1460,759.2000000000003,beta,BX,0,43,2015-10,2015-43
SO - 0003670,2016-03-18,2016,3,18,Procter Corp,Distributor,GUT930,STK-146,10,443.84,4438.400000000001,2920,1518.4000000000003,beta,BX,0,11,2016-03,2016-11
SO - 0003671,2016-03-02,2016,3,2,Procter Corp,Wholesale,AXW291,STK-147,5,414.15,2070.75,1255,815.75,beta,CY,0,9,2016-03,2016-09
SO - 0003672,2016-01-26,2016,1,26,Winthrop ,Wholesale,GUT930,STK-138,12,257.28,3087.36,1608,1479.3599999999997,beta,CY,0,4,2016-01,2016-04
SO - 0003673,2016-03-29,2016,3,29,"Apotheca, Ltd",Wholesale,AXW291,STK-123,12,233.84,2806.08,1776,1030.08,beta,CY,0,13,2016-03,2016-13
SO - 0003674,2015-08-18,2015,8,18,E. Ltd,Wholesale,NXH382,STK-115,8,370.62,2964.96,1392,1572.96,beta,CY,0,34,2015-08,2015-34
SO - 0003675,2016-03-01,2016,3,1,Sundial ,Distributor,GUT930,STK-141,9,301.49999999999994,2713.4999999999995,1350,1363.4999999999995,alpha,CY,0,9,2016-03,2016-09
SO - 0003676,2015-10-06,2015,10,6,O.E. Ltd,Export,GUT930,STK-116,5,182.04,910.2,410,500.19999999999993,beta,CZ,0,41,2015-10,2015-41
SO - 0003677,2015-06-29,2015,6,29,Winthrop ,Export,AXW291,STK-117,12,301.44,3617.28,1884,1733.2799999999995,beta,CX,0,27,2015-06,2015-27
SO - 0003678,2015-11-01,2015,11,1,Ei ,Wholesale,NXH382,STK-159,5,603.2,3016.0,1450,1566.0,alpha,AZ,0,44,2015-11,2015-44
SO - 0003679,2016-02-16,2016,2,16,Avon Corp,Wholesale,GUT930,STK-154,6,345.15,2070.9,1170,900.8999999999996,alpha,CY,0,7,2016-02,2016-07
SO - 0003680,2016-01-06,2016,1,6,"PEDIFIX, Corp",Distributor,NXH382,STK-152,6,359.54999999999995,2157.3,1530,627.2999999999997,beta,CY,0,1,2016-01,2016-01
SO - 0003681,2016-03-06,2016,3,6,"Apotheca, Ltd",Wholesale,NXH382,STK-152,7,359.54999999999995,2516.8499999999995,1785,731.8499999999995,beta,CY,0,9,2016-03,2016-09
SO - 0003682,2015-09-28,2015,9,28,Ohio ,Wholesale,GUT930,STK-128,10,543.4,5434.0,2600,2834.0,beta,BZ,0,40,2015-09,2015-40
SO - 0003683,2015-04-25,2015,4,25,"Exact-Rx, Corp",Wholesale,GUT930,STK-112,6,643.5,3861.0,1716,2145.0,beta,AX,0,17,2015-04,2015-17
SO - 0003684,2016-02-29,2016,2,29,Pacific Ltd,Wholesale,AXW291,STK-138,9,257.28,2315.5199999999995,1206,1109.5199999999995,beta,CY,0,9,2016-02,2016-09
SO - 0003685,2015-07-25,2015,7,25,S.S.S. Group,Wholesale,AXW291,STK-142,12,88.74,1064.88,696,368.8799999999999,alpha,CX,0,30,2015-07,2015-30
SO - 0003686,2015-07-06,2015,7,6,U.S. Ltd,Distributor,GUT930,STK-125,6,167.7,1006.2,516,490.19999999999993,beta,CZ,0,28,2015-07,2015-28
SO - 0003687,2015-03-14,2015,3,14,Pacific Ltd,Wholesale,GUT930,STK-100,5,115.8,579.0,300,279.0,beta,CX,0,11,2015-03,2015-11
SO - 0003688,2016-05-02,2016,5,2,Prasco Group,Distributor,AXW291,STK-125,11,167.7,1844.7,946,898.6999999999998,alpha,CZ,1,18,2016-05,2016-18
SO - 0003689,2015-12-13,2015,12,13,Ohio ,Wholesale,NXH382,STK-146,5,443.84,2219.2000000000003,1460,759.2000000000003,beta,BX,0,50,2015-12,2015-50
SO - 0003690,2016-06-21,2016,6,21,Amylin Group,Wholesale,AXW291,STK-101,11,417.45,4591.95,2783,1808.95,beta,CX,0,25,2016-06,2016-25
SO - 0003691,2015-03-21,2015,3,21,OUR Ltd,Wholesale,NXH382,STK-158,8,143.1,1144.8,720,424.8,alpha,CX,0,12,2015-03,2015-12
SO - 0003692,2015-05-03,2015,5,3,Sundial ,Wholesale,AXW291,STK-144,8,127.92000000000002,1023.36,624,399.3600000000001,alpha,CY,0,18,2015-05,2015-18
SO - 0003693,2016-03-09,2016,3,9,Bare ,Wholesale,AXW291,STK-143,6,111.24,667.44,324,343.44000000000005,beta,CX,0,10,2016-03,2016-10
SO - 0003694,2015-07-01,2015,7,1,Niconovum Corp,Export,GUT930,STK-104,8,389.36,3114.88,1984,1130.8799999999997,alpha,CZ,0,27,2015-07,2015-27
SO - 0003695,2016-04-30,2016,4,30,"Apotheca, Ltd",Distributor,AXW291,STK-116,12,182.04,2184.48,984,1200.48,beta,CZ,0,17,2016-04,2016-17
SO - 0003696,2016-05-02,2016,5,2,Procter Corp,Distributor,GUT930,STK-112,5,643.5,3217.5,1430,1787.5,beta,AX,1,18,2016-05,2016-18
SO - 0003697,2015-05-26,2015,5,26,"3LAB, Ltd",Wholesale,AXW291,STK-110,7,538.48,3769.36,1778,1991.36,beta,BX,0,22,2015-05,2015-22
SO - 0003698,2016-01-19,2016,1,19,WakeFern ,Wholesale,AXW291,STK-122,11,294.40000000000003,3238.4000000000005,2024,1214.4000000000003,alpha,CY,0,3,2016-01,2016-03
SO - 0003699,2016-01-06,2016,1,6,"Fenwal, Corp",Distributor,FLR025,STK-117,8,301.44,2411.52,1256,1155.52,alpha,CX,0,1,2016-01,2016-01
SO - 0003700,2015-02-07,2015,2,7,"Elorac, Corp",Wholesale,FLR025,STK-101,8,417.45,3339.6,2024,1315.6,beta,CX,0,6,2015-02,2015-06
SO - 0003701,2015-08-09,2015,8,9,Qualitest ,Wholesale,AXW291,STK-112,10,643.5,6435.0,2860,3575.0,beta,AX,0,32,2015-08,2015-32
SO - 0003702,2015-11-20,2015,11,20,U.S. Ltd,Wholesale,AXW291,STK-152,8,359.54999999999995,2876.4,2040,836.3999999999996,beta,CY,0,47,2015-11,2015-47
SO - 0003703,2015-07-18,2015,7,18,Uriel Group,Wholesale,AXW291,STK-136,8,287.98,2303.84,1232,1071.84,beta,CY,0,29,2015-07,2015-29
SO - 0003704,2015-05-07,2015,5,7,O.E. Ltd,Distributor,GUT930,STK-140,11,282.48,3107.28,1452,1655.2799999999995,beta,CY,0,19,2015-05,2015-19
SO - 0003705,2015-10-19,2015,10,19,Capweld ,Wholesale,GUT930,STK-136,12,287.98,3455.76,1848,1607.7600000000002,beta,CY,0,43,2015-10,2015-43
SO - 0003706,2015-11-15,2015,11,15,Wuxi Group,Wholesale,NXH382,STK-155,9,513.08,4617.72,2286,2331.7200000000003,alpha,CX,0,46,2015-11,2015-46
SO - 0003707,2015-09-23,2015,9,23,Medsep Group,Export,GUT930,STK-130,8,423.7,3389.6,1784,1605.6,beta,CZ,0,39,2015-09,2015-39
SO - 0003708,2016-03-15,2016,3,15,Victory Ltd,Distributor,AXW291,STK-105,6,480.68,2884.08,1464,1420.08,beta,CY,0,11,2016-03,2016-11
SO - 0003709,2015-04-28,2015,4,28,Ascend Ltd,Export,GUT930,STK-147,9,414.15,3727.35,2259,1468.35,beta,CY,0,18,2015-04,2015-18
SO - 0003710,2015-11-10,2015,11,10,"Exact-Rx, Corp",Export,AXW291,STK-151,9,341.7,3075.3,1530,1545.2999999999995,beta,CY,0,46,2015-11,2015-46
SO - 0003711,2016-01-07,2016,1,7,Victory Ltd,Distributor,GUT930,STK-138,10,257.28,2572.8,1340,1232.7999999999995,beta,CY,0,1,2016-01,2016-01
SO - 0003712,2016-06-08,2016,6,8,Ohio ,Wholesale,AXW291,STK-105,11,480.68,5287.4800000000005,2684,2603.4800000000005,beta,CY,0,23,2016-06,2016-23
SO - 0003713,2016-02-10,2016,2,10,Linde ,Wholesale,AXW291,STK-163,6,239.04,1434.24,996,438.24,beta,CY,0,6,2016-02,2016-06
SO - 0003714,2015-04-29,2015,4,29,Mylan Corp,Distributor,AXW291,STK-144,11,127.92000000000002,1407.12,858,549.1200000000001,alpha,CY,0,18,2015-04,2015-18
SO - 0003715,2015-06-18,2015,6,18,Medline ,Wholesale,AXW291,STK-123,10,233.84,2338.4,1480,858.4000000000001,beta,CY,0,25,2015-06,2015-25
SO - 0003716,2016-01-18,2016,1,18,"Exact-Rx, Corp",Wholesale,AXW291,STK-133,5,271.56,1357.8,930,427.8,beta,CY,0,3,2016-01,2016-03
SO - 0003717,2016-05-28,2016,5,28,"PEDIFIX, Corp",Export,AXW291,STK-139,8,574.24,4593.92,2368,2225.92,beta,BY,0,21,2016-05,2016-21
SO - 0003718,2015-12-05,2015,12,5,Burt's Corp,Wholesale,AXW291,STK-116,10,182.04,1820.4,820,1000.4,beta,CZ,0,49,2015-12,2015-49
SO - 0003719,2015-06-29,2015,6,29,Ohio ,Distributor,FLR025,STK-109,7,432.62,3028.34,1561,1467.34,beta,CY,0,27,2015-06,2015-27
SO - 0003720,2015-04-09,2015,4,9,Niconovum Corp,Export,GUT930,STK-145,7,305.02,2135.14,1414,721.1399999999999,alpha,CZ,0,15,2015-04,2015-15
SO - 0003721,2015-03-28,2015,3,28,Mylan Corp,Wholesale,GUT930,STK-146,7,443.84,3106.88,2044,1062.88,alpha,BX,0,13,2015-03,2015-13
SO - 0003722,2015-06-26,2015,6,26,21st Ltd,Distributor,AXW291,STK-118,11,146.91,1616.01,913,703.01,gamma,CY,0,26,2015-06,2015-26
SO - 0003723,2015-09-13,2015,9,13,Medsep Group,Export,NXH382,STK-120,12,444.44000000000005,5333.280000000001,3252,2081.2800000000007,beta,CX,0,37,2015-09,2015-37
SO - 0003724,2015-06-04,2015,6,4,"Fenwal, Corp",Export,FLR025,STK-153,9,452.48,4072.32,2016,2056.32,alpha,BX,0,23,2015-06,2015-23
SO - 0003725,2015-10-10,2015,10,10,Medsep Group,Distributor,AXW291,STK-153,12,452.48,5429.76,2688,2741.76,beta,BX,0,41,2015-10,2015-41
SO - 0003726,2015-09-11,2015,9,11,Wuxi Group,Distributor,AXW291,STK-164,12,226.8,2721.6000000000004,1260,1461.6000000000004,alpha,CX,0,37,2015-09,2015-37
SO - 0003727,2015-11-23,2015,11,23,"Exact-Rx, Corp",Distributor,AXW291,STK-150,8,217.14,1737.12,1128,609.1200000000001,beta,CX,0,48,2015-11,2015-48
SO - 0003728,2015-09-13,2015,9,13,AuroMedics Corp,Distributor,AXW291,STK-133,6,271.56,1629.36,1116,513.3600000000001,gamma,CY,0,37,2015-09,2015-37
SO - 0003729,2015-09-19,2015,9,19,"Exact-Rx, Corp",Wholesale,FLR025,STK-166,9,451.92,4067.28,2421,1646.2800000000002,beta,CZ,0,38,2015-09,2015-38
SO - 0003730,2015-05-28,2015,5,28,U.S. Ltd,Wholesale,AXW291,STK-150,10,217.14,2171.4,1410,761.4000000000001,beta,CX,0,22,2015-05,2015-22
SO - 0003731,2015-07-23,2015,7,23,Rochester Ltd,Export,NXH382,STK-135,11,311.75,3429.25,2365,1064.25,beta,CY,0,30,2015-07,2015-30
SO - 0003732,2016-03-30,2016,3,30,Procter Corp,Wholesale,NXH382,STK-154,12,345.15,4141.799999999999,2340,1801.7999999999995,beta,CY,0,13,2016-03,2016-13
SO - 0003733,2015-11-03,2015,11,3,Medline ,Distributor,GUT930,STK-117,7,301.44,2110.08,1099,1011.08,beta,CX,0,45,2015-11,2015-45
SO - 0003734,2016-02-01,2016,2,1,U.S. Ltd,Distributor,AXW291,STK-129,7,284.59,1992.13,1337,655.1299999999999,beta,CY,0,5,2016-02,2016-05
SO - 0003735,2015-03-11,2015,3,11,Prasco Group,Export,AXW291,STK-163,7,239.04,1673.28,1162,511.28,alpha,CY,0,11,2015-03,2015-11
SO - 0003736,2015-09-01,2015,9,1,Pure Group,Wholesale,GUT930,STK-116,12,182.04,2184.48,984,1200.48,beta,CZ,0,36,2015-09,2015-36
SO - 0003737,2015-07-28,2015,7,28,Nipro ,Distributor,AXW291,STK-110,6,538.48,3230.88,1524,1706.88,beta,BX,0,31,2015-07,2015-31
SO - 0003738,2015-11-03,2015,11,3,"Exact-Rx, Corp",Export,GUT930,STK-124,8,139.87,1118.96,568,550.96,beta,CZ,0,45,2015-11,2015-45
SO - 0003739,2016-06-28,2016,6,28,"Fenwal, Corp",Wholesale,NXH382,STK-141,10,301.49999999999994,3014.9999999999995,1500,1514.9999999999995,alpha,CY,0,26,2016-06,2016-26
SO - 0003740,2016-05-14,2016,5,14,OHTA'S Corp,Export,NXH382,STK-114,8,291.43,2331.44,1208,1123.44,gamma,CZ,0,19,2016-05,2016-19
SO - 0003741,2016-05-06,2016,5,6,Nipro ,Distributor,NXH382,STK-132,12,311.06,3732.72,1812,1920.7200000000005,beta,CY,0,18,2016-05,2016-18
SO - 0003742,2015-08-21,2015,8,21,Medsep Group,Wholesale,AXW291,STK-158,6,143.1,858.5999999999999,540,318.5999999999999,beta,CX,0,34,2015-08,2015-34
SO - 0003743,2015-07-18,2015,7,18,Wuxi Group,Wholesale,AXW291,STK-167,5,343.90000000000003,1719.5000000000002,950,769.5000000000002,alpha,CY,0,29,2015-07,2015-29
SO - 0003744,2015-05-12,2015,5,12,Linde ,Wholesale,AXW291,STK-147,12,414.15,4969.799999999999,3012,1957.7999999999995,beta,CY,0,20,2015-05,2015-20
SO - 0003745,2016-06-14,2016,6,14,Qualitest ,Wholesale,NXH382,STK-128,10,543.4,5434.0,2600,2834.0,beta,BZ,0,24,2016-06,2016-24
SO - 0003746,2015-07-11,2015,7,11,Avon Corp,Distributor,GUT930,STK-108,10,548.12,5481.2,2840,2641.2,alpha,BY,0,28,2015-07,2015-28
SO - 0003747,2015-08-14,2015,8,14,Avon Corp,Wholesale,NXH382,STK-103,8,235.17,1881.36,936,945.36,alpha,CY,0,33,2015-08,2015-33
SO - 0003748,2016-04-10,2016,4,10,"3LAB, Ltd",Distributor,GUT930,STK-102,5,354.32,1771.6,1030,741.5999999999999,beta,CZ,0,14,2016-04,2016-14
SO - 0003749,2015-02-12,2015,2,12,Wuxi Group,Distributor,AXW291,STK-163,10,239.04,2390.4,1660,730.4000000000001,alpha,CY,0,7,2015-02,2015-07
SO - 0003750,2015-09-09,2015,9,9,Medline ,Wholesale,GUT930,STK-114,7,291.43,2040.01,1057,983.01,beta,CZ,0,37,2015-09,2015-37
SO - 0003751,2015-02-25,2015,2,25,Burt's Corp,Wholesale,GUT930,STK-118,5,146.91,734.55,415,319.54999999999995,beta,CY,0,9,2015-02,2015-09
SO - 0003752,2016-06-23,2016,6,23,Dharma Ltd,Wholesale,GUT930,STK-114,11,291.43,3205.73,1661,1544.73,alpha,CZ,0,25,2016-06,2016-25
SO - 0003753,2015-07-04,2015,7,4,Llorens Ltd,Wholesale,NXH382,STK-113,10,323.4,3234.0,1650,1584.0,gamma,CZ,0,27,2015-07,2015-27
SO - 0003754,2016-05-15,2016,5,15,Ascend Ltd,Wholesale,AXW291,STK-117,11,301.44,3315.84,1727,1588.84,beta,CX,0,19,2016-05,2016-19
SO - 0003755,2015-05-15,2015,5,15,OHTA'S Corp,Distributor,GUT930,STK-152,10,359.54999999999995,3595.4999999999995,2550,1045.4999999999995,gamma,CY,0,20,2015-05,2015-20
SO - 0003756,2015-05-09,2015,5,9,WakeFern ,Export,AXW291,STK-107,10,262.26,2622.6,1860,762.5999999999999,alpha,CZ,0,19,2015-05,2015-19
SO - 0003757,2016-03-17,2016,3,17,Uriel Group,Wholesale,AXW291,STK-141,9,301.49999999999994,2713.4999999999995,1350,1363.4999999999995,beta,CY,1,11,2016-03,2016-11
SO - 0003758,2015-03-15,2015,3,15,Ohio ,Distributor,AXW291,STK-100,6,115.8,694.8000000000001,360,334.80000000000007,beta,CX,0,11,2015-03,2015-11
SO - 0003759,2016-05-30,2016,5,30,Ole Group,Distributor,NXH382,STK-156,5,178.5,892.5,425,467.5,gamma,CY,1,22,2016-05,2016-22
SO - 0003760,2015-07-16,2015,7,16,Dharma Ltd,Wholesale,GUT930,STK-115,6,370.62,2223.7200000000003,1044,1179.7200000000005,alpha,CY,0,29,2015-07,2015-29
SO - 0003761,2016-06-21,2016,6,21,Ascend Ltd,Wholesale,AXW291,STK-147,10,414.15,4141.5,2510,1631.5,beta,CY,0,25,2016-06,2016-25
SO - 0003762,2015-04-21,2015,4,21,Rochester Ltd,Wholesale,NXH382,STK-144,6,127.92000000000002,767.5200000000001,468,299.5200000000001,beta,CY,0,17,2015-04,2015-17
SO - 0003763,2015-04-28,2015,4,28,Niconovum Corp,Distributor,GUT930,STK-135,12,311.75,3741.0,2580,1161.0,alpha,CY,0,18,2015-04,2015-18
SO - 0003764,2015-08-12,2015,8,12,Burt's Corp,Wholesale,GUT930,STK-139,8,574.24,4593.92,2368,2225.92,beta,BY,0,33,2015-08,2015-33
SO - 0003765,2015-10-28,2015,10,28,Pure Group,Distributor,AXW291,STK-136,6,287.98,1727.88,924,803.8800000000001,beta,CY,0,44,2015-10,2015-44
SO - 0003766,2015-12-07,2015,12,7,Mylan Corp,Distributor,GUT930,STK-148,9,198.72,1788.4799999999998,972,816.4799999999998,alpha,CX,0,50,2015-12,2015-50
SO - 0003767,2016-04-07,2016,4,7,Burt's Corp,Wholesale,AXW291,STK-153,8,452.48,3619.84,1792,1827.84,beta,BX,0,14,2016-04,2016-14
SO - 0003768,2015-01-13,2015,1,13,21st Ltd,Export,GUT930,STK-152,12,359.54999999999995,4314.599999999999,3060,1254.5999999999997,gamma,CY,0,3,2015-01,2015-03
SO - 0003769,2015-08-09,2015,8,9,Capweld ,Distributor,NXH382,STK-123,7,233.84,1636.88,1036,600.8800000000001,beta,CY,0,32,2015-08,2015-32
SO - 0003770,2015-05-22,2015,5,22,Burt's Corp,Wholesale,AXW291,STK-128,9,543.4,4890.599999999999,2340,2550.5999999999995,beta,BZ,0,21,2015-05,2015-21
SO - 0003771,2015-11-29,2015,11,29,Ole Group,Wholesale,GUT930,STK-132,7,311.06,2177.42,1057,1120.42,gamma,CY,0,48,2015-11,2015-48
SO - 0003772,2016-06-28,2016,6,28,Winthrop ,Wholesale,AXW291,STK-129,10,284.59,2845.9,1910,935.8999999999996,beta,CY,0,26,2016-06,2016-26
SO - 0003773,2016-05-22,2016,5,22,Amylin Group,Wholesale,AXW291,STK-117,7,301.44,2110.08,1099,1011.08,beta,CX,0,20,2016-05,2016-20
SO - 0003774,2015-10-07,2015,10,7,ETUDE Ltd,Export,AXW291,STK-111,5,406.8,2034.0,1130,904.0,beta,CZ,0,41,2015-10,2015-41
SO - 0003775,2015-11-11,2015,11,11,Bare ,Distributor,AXW291,STK-166,12,451.92,5423.04,3228,2195.04,beta,CZ,0,46,2015-11,2015-46
SO - 0003776,2015-03-31,2015,3,31,AuroMedics Corp,Distributor,AXW291,STK-161,5,473.1,2365.5,1425,940.5,gamma,CY,0,14,2015-03,2015-14
SO - 0003777,2015-10-10,2015,10,10,Bare ,Export,GUT930,STK-128,9,543.4,4890.599999999999,2340,2550.5999999999995,beta,BZ,0,41,2015-10,2015-41
SO - 0003778,2016-03-14,2016,3,14,Victory Ltd,Export,GUT930,STK-124,11,139.87,1538.5700000000002,781,757.5700000000002,beta,CZ,0,11,2016-03,2016-11
SO - 0003779,2016-03-15,2016,3,15,Mylan Corp,Wholesale,GUT930,STK-148,8,198.72,1589.7599999999998,864,725.7599999999998,alpha,CX,0,11,2016-03,2016-11
SO - 0003780,2015-08-03,2015,8,3,Ascend Ltd,Wholesale,GUT930,STK-168,8,535.02,4280.16,1928,2352.16,beta,BZ,1,32,2015-08,2015-32
SO - 0003781,2015-06-16,2015,6,16,WakeFern ,Wholesale,FLR025,STK-121,12,346.48,4157.759999999999,2928,1229.7599999999993,alpha,CY,0,25,2015-06,2015-25
SO - 0003782,2015-05-27,2015,5,27,New Ltd,Distributor,GUT930,STK-119,8,411.09,3288.7200000000003,1704,1584.7200000000005,beta,CY,0,22,2015-05,2015-22
SO - 0003783,2015-05-04,2015,5,4,Burt's Corp,Distributor,AXW291,STK-121,10,346.48,3464.8,2440,1024.7999999999995,beta,CY,1,19,2015-05,2015-19
